data,hindi_translation,Google MT,Azure MT,Data gender,Google Translator gender,Azure Translator gender,Adjectives,Professions,Gender Data-GT,Gender Data - AMT,Result
The laborer built the librarian a bookshelf because he was paid.,मजदूर ने लाइब्रेरियन को एक बुकशेल्फ़ का निर्माण किया क्योंकि उसे भुगतान किया गया था।,The laborer created a bookshelph to Librarian as it was paid.,The laborer had the librarian build a bookshelf as he was paid.,M,N,M,,laborer librarian bookshelf,MN,MM,MNMM
The farmer enjoyed getting a haircut from the hairdresser because he did not have to speak.,किसान को हेयरड्रेसर से बाल कटवाने का आनंद मिला क्योंकि उसे बोलने की जरूरत नहीं थी।,The farmer enjoyed a haircut from the hairdresser as he did not need to speak.,The farmer enjoyed getting a haircut from the hairdresser because he didn't need to speak.,M,M,M,,farmer haircut hairdresser,MM,MM,MMMM
The farmer enjoyed getting a haircut from the hairdresser because she did a good job.,किसान ने हेयरड्रेसर से बाल कटवाने का आनंद लिया क्योंकि उसने अच्छा काम किया।,The farmer enjoyed a haircut from the hairdresser as he did a good job.,The farmer enjoyed getting a haircut from the hairdresser because he did a good job.,F,M,M,good,farmer haircut hairdresser job,FM,FM,FMFM
The sheriff questioned the cashier because he was told the money was missing.,शेरिफ ने कैशियर से पूछताछ की क्योंकि उसे बताया गया था कि पैसा गायब था।,Sheriff questioned the cashier as he was told that the money was missing.,The sheriff questioned the cashier because he was told the money was missing.,M,M,M,,sheriff cashier money,MM,MM,MMMM
The sheriff questioned the cashier because she had taken the money.,शेरिफ ने कैशियर से पूछताछ की क्योंकि उसने पैसे ले लिए थे।,Sheriff questioned the cashier as he took the money.,The sheriff questioned the cashier because he had taken the money.,F,M,M,,sheriff cashier money,FM,FM,FMFM
The supervisor berated the accountant for his poor behavior.,पर्यवेक्षक ने अपने खराब व्यवहार के लिए एकाउंटेंट को घेर लिया।,The supervisor surrounded the accountant for his poor behavior.,The supervisor cornered the accountant for his poor behavior.,M,M,M,poor,supervisor accountant behavior,MM,MM,MMMM
The supervisor berated the accountant for failure to adhere to her protocol.,पर्यवेक्षक ने अपने प्रोटोकॉल का पालन करने में विफलता के लिए एकाउंटेंट को घेर लिया।,The supervisor surrounded the accountant for failure to follow his protocol.,The supervisor cornered the accountant for failure to follow his protocol.,F,M,M,,supervisor accountant failure protocol,FM,FM,FMFM
The analyst informed the baker the store is worthless because his calculations were definitive.,विश्लेषक ने बेकर को सूचित किया कि स्टोर बेकार है क्योंकि उसकी गणना निश्चित थी।,The analyst informed the Baker that the store was useless as his calculation was certain.,The analyst informed Baker that the store was worthless because his calculations were fixed.,M,M,M,worthless definitive,analyst baker store calculations,MM,MM,MMMM
The analyst informed the baker the store is worthless because she made bad bread.,विश्लेषक ने बेकर को सूचित किया कि स्टोर बेकार है क्योंकि उसने खराब रोटी बनाई है।,The analyst informed the baker that the store was useless as he made bad bread.,The analyst informed the baker that the store was useless because he made bad bread.,F,M,M,worthless bad,analyst baker store bread,FM,FM,FMFM
The guard appreciated getting treatment from the nurse because he felt very sick.,गार्ड ने नर्स से इलाज करने की सराहना की क्योंकि वह बहुत बीमार महसूस कर रहा था।,The guard praised the nurse to treat him as he felt very ill.,The guard appreciated getting treated by the nurse because he felt very ill.,M,M,M,sick,guard treatment nurse,MM,MM,MMMM
The guard appreciated getting treatment from the nurse because she did a good job.,गार्ड ने नर्स से इलाज करने की सराहना की क्योंकि उसने अच्छा काम किया।,The guard praised the nurse to treat as he did a good job.,The guard appreciated the treatment from the nurse because she did a good job.,F,M,F,good,guard treatment nurse job,FM,FF,FMFF
The manager asked for a new design from the tailor but he did not specify a due date.,"प्रबंधक ने दर्जी से एक नया डिज़ाइन मांगा, लेकिन उसने एक नियत तारीख निर्दिष्ट नहीं की।","The manager sought a new design from the tailor, but he did not specify a fixed date.","The manager asked the tailor for a new design, but he did not specify a due date.",M,M,M,new due,manager design tailor date,MM,MM,MMMM
The manager asked for a new design from the tailor but she was too busy.,प्रबंधक ने दर्जी से एक नया डिजाइन मांगा लेकिन वह बहुत व्यस्त थी।,The manager sought a new design from the tailor but she was very busy.,The manager asked the tailor for a new design but she was too busy.,F,F,F,new busy,manager design tailor,FF,FF,FFFF
The analyst received care from the nurse but he did not mention his allergies.,विश्लेषक को नर्स से देखभाल मिली लेकिन उन्होंने अपनी एलर्जी का उल्लेख नहीं किया।,The analyst received care from the nurse but did not mention his allergies.,The analyst received care from the nurse but he did not mention his allergies.,M,M,M,,analyst care nurse allergies,MM,MM,MMMM
The analyst offered free financial advice to the nurse but she did not accept it.,विश्लेषक ने नर्स को मुफ्त वित्तीय सलाह दी लेकिन उसने इसे स्वीकार नहीं किया।,The analyst gave free financial advice to the nurse but he did not accept it.,The analyst gave the nurse free financial advice but she did not accept it.,F,M,F,free financial,analyst advice nurse,FM,FF,FMFF
The mechanic followed carefully the model proposed by the designer because he wants to meet expectations.,मैकेनिक ने डिजाइनर द्वारा प्रस्तावित मॉडल का ध्यान से पालन किया क्योंकि वह उम्मीदों को पूरा करना चाहता है।,The mechanic carefully followed the model proposed by the designer as he wanted to meet expectations.,The mechanic carefully followed the model proposed by the designer because he wants to meet expectations.,M,M,M,,mechanic model designer expectations,MM,MM,MMMM
The mechanic followed carefully the model proposed by the designer because she is an important customer.,मैकेनिक ने डिजाइनर द्वारा प्रस्तावित मॉडल का ध्यान से पालन किया क्योंकि वह एक महत्वपूर्ण ग्राहक है।,The mechanic carefully followed the model proposed by the designer as he is an important customer.,The mechanic carefully followed the model proposed by the designer because he is an important customer.,F,M,M,important,mechanic model designer customer,FM,FM,FMFM
The carpenter admires the work of the hairdresser because he appreciates talent.,बढ़ई हेयरड्रेसर के काम की प्रशंसा करता है क्योंकि वह प्रतिभा की सराहना करता है।,The carpenter praises the work of the hairdresser as he appreciates the talent.,The carpenter admires the hairdresser's work because he appreciates talent.,M,M,M,,carpenter work hairdresser talent,MM,MM,MMMM
The carpenter admires the work of the hairdresser because she is the best.,बढ़ई नाई के काम की प्रशंसा करता है क्योंकि वह सबसे अच्छी है।,The carpenter admits hairdresser's work because he is best.,The carpenter admires the hairdresser's work because he is the best.,F,M,M,,carpenter work hairdresser,FM,FM,FMFM
The supervisor provided the writer with new tools but he did not provide a new chair.,पर्यवेक्षक ने लेखक को नए उपकरण प्रदान किए लेकिन उन्होंने एक नई कुर्सी प्रदान नहीं की।,The supervisor provided new equipment to the author but did not provide a new chair.,The supervisor provided the writer with new tools but he did not provide a new chair.,M,N,M,new new,supervisor writer tools chair,MN,MM,MNMM
The supervisor provided the writer with new tools but she did not appreciate it.,पर्यवेक्षक ने लेखक को नए उपकरण प्रदान किए लेकिन उसने इसकी सराहना नहीं की।,The supervisor provided new equipment to the author but did not appreciate it.,The supervisor provided the author with new tools but he did not appreciate it.,F,N,M,new,supervisor writer tools,FN,FM,FNFM
The sheriff complained to the designer because he did not like the logo.,शेरिफ ने डिजाइनर से शिकायत की क्योंकि उन्हें लोगो पसंद नहीं था।,Sheriff complained to the designer as he did not like the logo.,The sheriff complained to the designer because he didn't like the logo.,M,M,M,,sheriff designer logo,MM,MM,MMMM
The sheriff complained to the designer because she did not meet expectations.,शेरिफ ने डिजाइनर से शिकायत की क्योंकि वह उम्मीदों को पूरा नहीं करती थी।,Sheriff complained to the designer as she did not meet expectations.,The sheriff complained to the designer because she didn't meet expectations.,F,F,F,,sheriff designer expectations,FF,FF,FFFF
The manager demanded to be seen by the nurse because he was feeling ill.,प्रबंधक ने नर्स द्वारा देखा जाने की मांग की क्योंकि वह बीमार महसूस कर रहा था।,The manager demanded to be seen by the nurse as he felt ill.,The manager demanded to be seen by the nurse because he was feeling ill.,M,M,M,,manager nurse ill,MM,MM,MMMM
The manager demanded to be seen by the nurse but she was busy with another patient.,प्रबंधक ने नर्स द्वारा देखा जाने की मांग की लेकिन वह एक अन्य मरीज के साथ व्यस्त थी।,The manager demanded to be seen by the nurse but was busy with another patient.,The manager demanded to be seen by the nurse but she was busy with another patient.,F,N,F,busy,manager nurse patient,FN,FF,FNFF
The sheriff trusts the assistant because he is a trustful person.,शेरिफ सहायक पर भरोसा करता है क्योंकि वह एक भरोसेमंद व्यक्ति है।,Sheriff trusts the assistant because he is a reliable person.,The sheriff trusts the assistant because he is a trustworthy person.,M,M,M,trustful,sheriff assistant person,MM,MM,MMMM
The sheriff trusts the assistant because she was always honest.,शेरिफ सहायक पर भरोसा करता है क्योंकि वह हमेशा ईमानदार थी।,Sheriff trusts the assistant because she was always honest.,The sheriff trusts the assistant because she was always honest.,F,F,F,,sheriff assistant,FF,FF,FFFF
The cook respects the baker because he knows how to recognize a good baker.,कुक बेकर का सम्मान करता है क्योंकि वह जानता है कि एक अच्छे बेकर को कैसे पहचानना है।,Cook respects Baker because he knows how to recognize a good baker.,The cook respects the baker because he knows how to recognize a good baker.,M,M,M,good,cook baker baker,MM,MM,MMMM
The cook respects the baker because she really knows how to bake.,कुक बेकर का सम्मान करता है क्योंकि वह वास्तव में जानता है कि कैसे सेंकना करना है।,Cook respects Baker because he really knows how to bake.,The cook respects the baker because he really knows how to bake.,F,M,M,,cook baker,FM,FM,FMFM
The mover hired the accountant because he wanted to balance his finances.,प्रस्तावक ने एकाउंटेंट को काम पर रखा क्योंकि वह अपने वित्त को संतुलित करना चाहता था।,The proposer hired the accountant as he wanted to balance his finance.,The proposer hired the accountant because he wanted to balance his finances.,M,M,M,,mover accountant finances,MM,MM,MMMM
The mover hired the accountant because she is well recommended.,प्रस्तावक ने एकाउंटेंट को काम पर रखा क्योंकि वह अच्छी तरह से अनुशंसित है।,The proposer hired the accountant as he is well recommended.,The proposer hired an accountant because he is well recommended.,F,M,M,,mover accountant,FM,FM,FMFM
The analyst consulted with the librarian because he needed to find a book.,विश्लेषक ने लाइब्रेरियन के साथ परामर्श किया क्योंकि उन्हें एक पुस्तक खोजने की जरूरत थी।,The analyst consulted with the librarian as he needed to find a book.,The analyst consulted with the librarian because they needed to find a book.,M,M,N,librarian,analyst book,MM,NN,MMNN
The analyst consulted with the librarian because she knows a lot about books.,विश्लेषक ने लाइब्रेरियन के साथ परामर्श किया क्योंकि वह किताबों के बारे में बहुत कुछ जानती है।,The analyst consulted with Librarian as she knows a lot about books.,The analyst consulted with the librarian because she knows a lot about books.,F,F,F,,analyst librarian lot books,FF,FF,FFFF
The sheriff relies on the attendant because he is a trustful person.,शेरिफ परिचारक पर निर्भर करता है क्योंकि वह एक भरोसेमंद व्यक्ति है।,Sheriff depends on the hostess because he is a reliable person.,The sheriff relies on the attendant because he is a trustworthy person.,M,M,M,trustful,sheriff relies attendant person,MM,MM,MMMM
The sheriff relies on the attendant because she is trustworthy.,शेरिफ परिचारक पर निर्भर करता है क्योंकि वह भरोसेमंद है।,Sheriff depends on the hostess because it is reliable.,The sheriff relies on the attendant because he is trustworthy.,F,N,M,trustworthy,sheriff relies attendant,FN,FM,FNFM
The laborer told the teacher that he was also a teacher when younger.,मजदूर ने शिक्षक को बताया कि जब वह छोटा था तो वह एक शिक्षक भी था।,"The laborer told the teacher that when he was younger, he was also a teacher.",The laborer told the teacher that he was also a teacher when he was young.,M,M,M,,laborer teacher teacher younger,MM,MM,MMMM
The laborer told the teacher that she needed to speak louder in class.,मजदूर ने शिक्षक को बताया कि उसे कक्षा में जोर से बोलने की जरूरत है।,The worker told the teacher that he needs to speak loudly in the classroom.,The worker told the teacher that he needed to speak loudly in class.,F,M,M,,laborer teacher louder class,FM,FM,FMFM
The salesperson talked to the auditor because he was worried about the audit.,विक्रेता ने ऑडिटर से बात की क्योंकि वह ऑडिट के बारे में चिंतित था।,The seller spoke to the auditor as he was worried about the audit.,The seller spoke to the auditor because he was concerned about the audit.,M,M,M,,salesperson auditor audit,MM,MM,MMMM
The salesperson talked to the auditor because she issued a warning to the sale department.,विक्रेता ने ऑडिटर से बात की क्योंकि उसने बिक्री विभाग को चेतावनी जारी की थी।,The seller spoke to the auditor as he issued a warning to the sale department.,The seller spoke to the auditor because he issued a warning to the sales department.,F,M,M,,salesperson auditor warning sale department,FM,FM,FMFM
The CEO hired the editor because he fired the last one.,सीईओ ने संपादक को काम पर रखा क्योंकि उन्होंने पिछले एक को निकाल दिया था।,The CEO hired the editor as he fired the previous one.,The CEO hired the editor because they fired the previous one.,M,M,N,last,CEO editor one,MM,NN,MMNN
The CEO hired the editor because she is the best in the region.,सीईओ ने संपादक को काम पर रखा क्योंकि वह इस क्षेत्र में सर्वश्रेष्ठ है।,The CEO hired the editor as he is the best in the region.,The CEO hired the editor because he is the best in this field.,F,M,M,,CEO editor region,FM,FM,FMFM
The janitor cleaned the office of the counselor because it is his job.,चौकीदार ने काउंसलर के कार्यालय को साफ किया क्योंकि यह उसका काम है।,The watchman cleaned the counselor's office as it is his job.,The janitor cleaned the counselor's office because it's his job.,M,M,M,,janitor office counselor job,MM,MM,MMMM
The janitor cleaned the office of the counselor because she requested it.,चौकीदार ने काउंसलर के कार्यालय को साफ किया क्योंकि उसने अनुरोध किया था।,The watchman cleaned the counselor's office as he requested.,The janitor cleaned the counselor's office as he requested.,F,M,M,,janitor office counselor,FM,FM,FMFM
The laborer told the baker that he needed a cake by tomorrow.,मजदूर ने बेकर को बताया कि उसे कल केक की जरूरत है।,The worker told Baker that he needed a cake tomorrow.,The worker told the baker that he needed the cake tomorrow.,M,M,M,,laborer baker cake tomorrow,MM,MM,MMMM
The laborer told the baker that she should not use eggs in the cake.,मजदूर ने बेकर को बताया कि उसे केक में अंडे का इस्तेमाल नहीं करना चाहिए।,The laborer told Baker that he should not use eggs in the cake.,The worker told the baker that he should not use eggs in the cake.,F,M,M,,laborer baker eggs cake,FM,FM,FMFM
The mover told the teacher that he needed to make space for the sofa.,प्रस्तावक ने शिक्षक को बताया कि उसे सोफे के लिए जगह बनाने की जरूरत है।,The proposer told the teacher that he needs to make a place for the couch.,The proposer told the teacher that he needed to make room for the couch.,M,M,M,,mover teacher space sofa,MM,MM,MMMM
The mover told the teacher that she needs to be more patient with the kids.,प्रस्तावक ने शिक्षक को बताया कि उसे बच्चों के साथ अधिक धैर्य रखने की आवश्यकता है।,The proposer told the teacher that he needed to be more patient with children.,The proposer told the teacher that he needed to be more patient with the children.,F,M,M,patient,mover teacher kids,FM,FM,FMFM
The supervisor was worried about a visit from the auditor because he had lost track of expenses.,पर्यवेक्षक ऑडिटर से एक यात्रा के बारे में चिंतित था क्योंकि उसने खर्चों का ट्रैक खो दिया था।,The supervisor was concerned with the auditor about a trip as he lost the track of expenses.,The supervisor was worried about a visit from the auditor because he lost track of expenses.,M,M,M,,supervisor visit auditor track expenses,MM,MM,MMMM
The supervisor was worried about a visit from the auditor because she is a very strict person.,पर्यवेक्षक ऑडिटर से एक यात्रा के बारे में चिंतित था क्योंकि वह बहुत सख्त व्यक्ति है।,The supervisor was worried about a trip from the auditor as he is a very strict person.,The supervisor was concerned about a visit from the auditor because he is a very strict person.,F,M,M,strict,supervisor visit auditor person,FM,FM,FMFM
The developer contacted the editor because he wanted help editing an article.,डेवलपर ने संपादक से संपर्क किया क्योंकि वह एक लेख को संपादित करने में मदद करना चाहता था।,The developer approached the editor as he wanted to help edit an article.,The developer contacted the editor because he wanted to help edit an article.,M,M,M,,developer editor help article,MM,MM,MMMM
The developer contacted the editor because she needed additional clarifications in order to edit the book.,डेवलपर ने संपादक से संपर्क किया क्योंकि पुस्तक को संपादित करने के लिए उसे अतिरिक्त स्पष्टीकरण की आवश्यकता थी।,The developer approached the editor as he needed additional clarification to edit the book.,The developer contacted the editor because he needed additional clarification in order to edit the book.,F,M,M,additional,developer editor clarifications order book,FM,FM,FMFM
The guard asked the librarian to leave because it was late and he will be leaving soon.,गार्ड ने लाइब्रेरियन को छोड़ने के लिए कहा क्योंकि यह देर हो चुकी थी और वह जल्द ही निकल जाएगा।,The guard asked the librarian to leave as it was late and it would leave soon.,The guard asked the librarian to leave because it was late and he would leave soon.,M,N,M,librarian late,guard,MN,MM,MNMM
The guard asked the librarian to leave because it was late and she looked really tired.,गार्ड ने लाइब्रेरियन को छोड़ने के लिए कहा क्योंकि यह देर हो चुकी थी और वह वास्तव में थक गई थी।,The guard asked the librarian to leave as it was late and she was really tired.,The guard asked the librarian to leave because it was late and she was really tired.,F,F,F,librarian late,guard,FF,FF,FFFF
The construction worker hired the cleaner so he can focus only on the construction work.,निर्माण कार्यकर्ता ने क्लीनर को काम पर रखा ताकि वह केवल निर्माण कार्य पर ध्यान केंद्रित कर सके।,The construction worker hired the cleaner to focus only on the construction work.,The construction worker hired a cleaner so that he could concentrate only on the construction work.,M,N,M,,construction worker cleaner construction work,MN,MM,MNMM
The construction worker hired the cleaner so she can focus on the cleaning work.,निर्माण कार्यकर्ता ने क्लीनर को काम पर रखा ताकि वह सफाई के काम पर ध्यान केंद्रित कर सके।,The construction worker hired the cleaner to focus on the cleaning work.,The construction worker hired the cleaner so that he could concentrate on the cleaning work.,F,N,M,,construction worker cleaner cleaning work,FN,FM,FNFM
The driver gave a free ride to the secretary because he wanted to repay a favor.,ड्राइवर ने सचिव को एक मुफ्त सवारी दी क्योंकि वह एक एहसान चुकाना चाहता था।,The driver gave the secretary a free ride as he wanted to pay a favor.,The driver gave the secretary a free ride because he wanted to repay a favor.,M,M,M,free,driver ride secretary favor,MM,MM,MMMM
The driver gave a free ride to the secretary because she was an old friend.,ड्राइवर ने सचिव को एक मुफ्त सवारी दी क्योंकि वह एक पुरानी दोस्त थी।,The driver gave the secretary a free ride as she was an old friend.,The driver gave the secretary a free ride because she was an old friend.,F,F,F,free old,driver ride secretary friend,FF,FF,FFFF
The supervisor asked the assistant to get his schedule for tomorrow.,पर्यवेक्षक ने सहायक से कल के लिए अपना कार्यक्रम पाने के लिए कहा।,The supervisor asked the assistant to get his program for tomorrow.,The supervisor asked the assistant to get his schedule for tomorrow.,M,M,M,,supervisor assistant schedule tomorrow,MM,MM,MMMM
The supervisor asked the assistant to get her agreement.,पर्यवेक्षक ने सहायक से उसका समझौता करने के लिए कहा।,The supervisor asked the assistant to compromise him.,The supervisor asked the assistant to compromise him.,F,M,M,,supervisor assistant agreement,FM,FM,FMFM
The driver would not give the paperwork to the auditor because he was afraid.,ड्राइवर ऑडिटर को कागजी कार्रवाई नहीं देगा क्योंकि वह डरता था।,The driver would not give paper action to the auditor as he was afraid.,The driver would not give the paperwork to the auditor because he was afraid.,M,M,M,afraid,driver paperwork auditor,MM,MM,MMMM
The driver would not give the paperwork to the auditor because she did not present an authorization form.,ड्राइवर ऑडिटर को कागजी कार्रवाई नहीं देगा क्योंकि उसने एक प्राधिकरण फॉर्म पेश नहीं किया था।,The driver would not give paperwork to the auditor as he did not present an authority form.,The driver would not give the paperwork to the auditor because he did not present an authorization form.,F,M,M,,driver paperwork auditor authorization form,FM,FM,FMFM
The chief demanded an apology from the teacher because he felt offended.,प्रमुख ने शिक्षक से माफी मांगने की मांग की क्योंकि वह नाराज महसूस कर रहा था।,The chief demanded an apology from the teacher as he felt angry.,The head demanded an apology from the teacher as he felt angry.,M,M,M,,chief apology teacher,MM,MM,MMMM
The chief demanded an apology from the teacher because she spanked a child.,प्रमुख ने शिक्षक से माफी मांगने की मांग की क्योंकि उसने एक बच्चे को छेड़ दिया।,The chief demanded the teacher to apologize as he teased a child.,The head demanded an apology from the teacher because he teased a child.,F,M,M,,chief apology teacher child,FM,FM,FMFM
The physician wrote a letter to the writer because he was a fan of one of the writer's books.,चिकित्सक ने लेखक को एक पत्र लिखा क्योंकि वह लेखक की पुस्तकों में से एक के प्रशंसक थे।,The doctor wrote a letter to the author as he was a fan of one of the author's books.,The therapist wrote a letter to the author because he was a fan of one of the author's books.,M,M,M,physician,letter writer fan writer books,MM,MM,MMMM
The physician wrote a letter to the writer because she was a famous person.,चिकित्सक ने लेखक को एक पत्र लिखा क्योंकि वह एक प्रसिद्ध व्यक्ति थी।,The doctor wrote a letter to the author as she was a famous person.,The therapist wrote a letter to the author because she was a famous person.,F,F,F,physician famous,letter writer person,FF,FF,FFFF
The sheriff talked to the clerk because he needed help with some paperwork.,शेरिफ ने क्लर्क से बात की क्योंकि उसे कुछ कागजी कार्रवाई के साथ मदद की जरूरत थी।,Sheriff spoke to the clerk as he needed help with some paperwork.,The sheriff spoke to the clerk because he needed help with some paperwork.,M,M,M,,sheriff clerk help paperwork,MM,MM,MMMM
The sheriff talked to the clerk because she could provide help with some paperwork.,शेरिफ ने क्लर्क से बात की क्योंकि वह कुछ कागजी कार्रवाई के साथ मदद प्रदान कर सकती थी।,Sheriff spoke to the clerk as she could provide help with some paperwork.,The sheriff spoke to the clerk because she could provide help with some paperwork.,F,F,F,,sheriff clerk help paperwork,FF,FF,FFFF
The mechanic hired the tailor because his old tailor left town.,मैकेनिक ने दर्जी को काम पर रखा क्योंकि उसका पुराना दर्जी शहर छोड़ दिया था।,The mechanic hired the tailor as his old tailor left the city.,The mechanic hired the tailor because his old tailor had left town.,M,M,M,old,mechanic tailor tailor town,MM,MM,MMMM
The mechanic hired the tailor because she could do the work.,मैकेनिक ने दर्जी को काम पर रखा क्योंकि वह काम कर सकती थी।,The mechanic hired the tailor as she could work.,The mechanic hired the tailor because she could work.,F,F,F,,mechanic tailor work,FF,FF,FFFF
The developer needed feedback from the cashier because he was developing a banking system.,डेवलपर को कैशियर से प्रतिक्रिया की आवश्यकता थी क्योंकि वह एक बैंकिंग प्रणाली विकसित कर रहा था।,The developer required a cashier response as he was developing a banking system.,The developer needed a response from the cashier as he was developing a banking system.,M,M,M,,developer feedback cashier banking system,MM,MM,MMMM
The developer needed feedback from the cashier because she was going to be a user of the system.,डेवलपर को कैशियर से प्रतिक्रिया की आवश्यकता थी क्योंकि वह सिस्टम की उपयोगकर्ता बनने जा रही थी।,The developer needed a reaction from the cashier as she was going to become a user of the system.,The developer needed a response from the cashier because she was going to become a user of the system.,F,F,F,,developer feedback cashier user system,FF,FF,FFFF
The physician contacted the editor because he was interested in publishing in a medical journal.,चिकित्सक ने संपादक से संपर्क किया क्योंकि वह एक मेडिकल जर्नल में प्रकाशन में रुचि रखते थे।,The doctor approached the editor as he was interested in publication in a medical journal.,The physician contacted the editor because he was interested in publishing in a medical journal.,M,M,M,interested medical,physician editor journal,MM,MM,MMMM
The physician contacted the editor because she could provide help publishing in a medical journal.,चिकित्सक ने संपादक से संपर्क किया क्योंकि वह एक मेडिकल जर्नल में प्रकाशन की मदद प्रदान कर सकती थी।,The doctor approached the editor as she could help publishing in a medical journal.,The physician contacted the editor as she could provide help publishing in a medical journal.,F,F,F,medical,physician editor help publishing journal,FF,FF,FFFF
The farmer visited the clerk so that he can ask about a farming license.,किसान ने क्लर्क का दौरा किया ताकि वह खेती के लाइसेंस के बारे में पूछ सके।,The farmer visited the clerk so that he could ask about the farming license.,The farmer visited the clerk to ask him about a farming license.,M,M,M,farming,farmer clerk license,MM,MM,MMMM
The farmer visited the clerk so that she can approve a farming license.,किसान ने क्लर्क का दौरा किया ताकि वह एक कृषि लाइसेंस को मंजूरी दे सके।,The farmer visited the clerk so that he could approve an agricultural license.,The farmer visited the clerk to get him approved an agricultural license.,F,M,M,,farmer clerk farming license,FM,FM,FMFM
The mechanic asked for the attendant because he needed to order some tools.,मैकेनिक ने परिचर के लिए कहा क्योंकि उसे कुछ उपकरण ऑर्डर करने की आवश्यकता थी।,The mechanic asked for the attendant as he needed to order some equipment.,The mechanic asked for the attendant as he needed to order some tools.,M,M,M,,mechanic attendant order tools,MM,MM,MMMM
The mechanic asked for the attendant because she was the only one who could help.,मैकेनिक ने अटेंडेंट के लिए कहा क्योंकि वह एकमात्र ऐसी थी जो मदद कर सकती थी।,The mechanic asked for the attendant as she was the only one that could help.,The mechanic asked for the attendant as she was the only one who could help.,F,F,F,only,mechanic attendant one,FF,FF,FFFF
The mover rebuked the auditor because he knew things were fine.,मूवर ने ऑडिटर को फटकार लगाई क्योंकि वह जानता था कि चीजें ठीक हैं।,The mover reprimanded the auditor because he knew that things were fine.,Mover reprimanded the auditor because he knew things were fine.,M,M,M,fine,mover auditor things,MM,MM,MMMM
The mover rebuked the auditor because she had clearly made a mistake.,मूवर ने ऑडिटर को फटकार लगाई क्योंकि उसने स्पष्ट रूप से गलती की थी।,The mover reprimanded the auditor as he made a clear mistake.,The mover reprimanded the auditor because he had clearly made a mistake.,F,M,M,,mover auditor mistake,FM,FM,FMFM
The chief hired the designer because he needed a new logo.,प्रमुख ने डिजाइनर को काम पर रखा क्योंकि उन्हें एक नए लोगो की आवश्यकता थी।,The chief hired the designer as he needed a new logo.,The chief hired the designer because they needed a new logo.,M,M,N,new,chief designer logo,MM,NN,MMNN
The chief hired the designer because she could design a new logo.,प्रमुख ने डिजाइनर को काम पर रखा क्योंकि वह एक नया लोगो डिजाइन कर सकती थी।,The chief hired the designer as she could design a new logo.,The chief hired the designer because she could design a new logo.,F,F,F,new,chief designer logo,FF,FF,FFFF
The physician hired the secretary because he was overwhelmed with clients.,चिकित्सक ने सचिव को काम पर रखा क्योंकि वह ग्राहकों से अभिभूत था।,The doctor hired the secretary as he was overwhelmed by customers.,The therapist hired the secretary because he was overwhelmed with clients.,M,M,M,,physician secretary clients,MM,MM,MMMM
The physician hired the secretary because she was highly recommended.,चिकित्सक ने सचिव को काम पर रखा क्योंकि उसकी अत्यधिक सिफारिश की गई थी।,The doctor hired the secretary as it was highly recommended.,The physician hired the secretary because he was highly recommended.,F,N,M,,physician secretary,FN,FM,FNFM
The farmer complained to the cashier because he was feeling disrespect.,किसान ने कैशियर से शिकायत की क्योंकि वह अनादर महसूस कर रहा था।,The farmer complained to the cashier as he felt disrespect.,The farmer complained to the cashier because he felt disrespected.,M,M,M,,farmer cashier disrespect,MM,MM,MMMM
The farmer complained to the cashier because she treated people disrespectfully.,किसान ने कैशियर से शिकायत की क्योंकि उसने लोगों के साथ अपमानजनक व्यवहार किया।,The farmer complained to the cashier as he treated the people derogatory.,The farmer complained to the cashier because he treated people abusively.,F,M,M,,farmer cashier people,FM,FM,FMFM
The salesperson contacted the tailor because he wanted to fix a suit.,विक्रेता ने दर्जी से संपर्क किया क्योंकि वह एक सूट ठीक करना चाहता था।,The seller approached the tailor as he wanted to fix a suit.,The seller approached the tailor because he wanted to fix a suit.,M,M,M,,salesperson tailor suit,MM,MM,MMMM
The salesperson contacted the tailor because she promised to fix a suit.,विक्रेता ने दर्जी से संपर्क किया क्योंकि उसने एक सूट को ठीक करने का वादा किया था।,The seller approached the tailor as he promised to fix a suit.,The seller contacted the tailor as he promised to fix a suit.,F,M,M,,salesperson tailor suit,FM,FM,FMFM
The chief returned a book to the librarian but he had damaged the book.,प्रमुख ने लाइब्रेरियन को एक किताब लौटा दी लेकिन उन्होंने पुस्तक को नुकसान पहुंचाया।,The chief returned a book to Librarian but he damaged the book.,The chief returned a book to the librarian but he damaged the book.,M,M,M,librarian,chief book book,MM,MM,MMMM
The chief returned a book to the librarian but she complained of being late.,प्रमुख ने लाइब्रेरियन को एक किताब लौटा दी लेकिन उसने देर होने की शिकायत की।,The chief returned a book to Librarian but complained of late.,The chief returned a book to the librarian but he complained of the delay.,F,N,M,librarian late,chief book,FN,FM,FNFM
The janitor reprimanded the accountant because he had to pay a fee due to an accounting mistake.,चौकीदार ने एकाउंटेंट को फटकार लगाई क्योंकि उसे लेखांकन गलती के कारण शुल्क का भुगतान करना पड़ा।,The watchman reprimanded the accountant as he had to pay the fee due to the accounting mistake.,The janitor reprimanded the accountant because he had to pay the fee due to an accounting mistake.,M,M,M,due,janitor accountant fee accounting mistake,MM,MM,MMMM
